,Дата,Количество лайков,Количество репостов,Количество просмотров,Количество комментариев,Количество вложений,Описание поста,Знак зодиака,Стихии
1,2024-04-23,669,107,12777,3,1,"24 апреля, Овен",Овен,Огонь
2,2024-04-23,438,54,7901,2,1,"24 апреля, Телец",Телец,Земля
3,2024-04-23,386,127,9472,3,1,"24 апреля, Близнецы",Близнецы,Воздух
4,2024-04-23,169,56,4947,2,1,"24 апреля, Рак",Рак,Вода
5,2024-04-23,700,118,10978,3,1,"24 апреля, Лев",Лев,Огонь
6,2024-04-23,425,57,7314,1,1,"24 апреля, Дева",Дева,Земля
7,2024-04-23,421,61,7051,0,1,"24 апреля, Весы",Весы,Воздух
8,2024-04-23,959,141,12687,3,1,"24 апреля, Скорпион",Скорпион,Вода
9,2024-04-23,382,94,9724,1,1,"24 апреля, Стрелец",Стрелец,Огонь
10,2024-04-23,737,152,12188,2,1,"24 апреля, Козерог",Козерог,Земля
11,2024-04-23,151,47,7381,7,1,24 апреля Водолей,Водолей,Воздух
12,2024-04-23,2561,532,36944,2,1,"24 апреля, Рыбы",Рыбы,Вода
13,2024-04-22,451,82,9554,1,1,"23 апреля, Овен",Овен,Огонь
14,2024-04-22,433,55,8697,1,1,"23 апреля, Телец",Телец,Земля
15,2024-04-22,371,76,8213,1,1,"23 апреля, Близнецы",Близнецы,Воздух
16,2024-04-22,324,85,5627,1,1,"23 апреля, Рак",Рак,Вода
17,2024-04-22,240,129,8337,5,1,"23 апреля, Лев",Лев,Огонь
18,2024-04-22,301,54,7212,3,1,"23 апреля, Дева",Дева,Земля
19,2024-04-22,262,99,6782,4,1,"23 апреля, Весы",Весы,Воздух
20,2024-04-22,206,40,7044,0,1,"23 апреля, Скорпион",Скорпион,Вода
21,2024-04-22,1407,273,23638,6,1,"23 апреля, Стрелец",Стрелец,Огонь
22,2024-04-22,295,78,6804,1,1,"23 апреля, Козерог",Козерог,Земля
23,2024-04-22,1915,414,24008,2,1,23 апреля Водолей,Водолей,Воздух
24,2024-04-22,391,113,11078,0,1,"23 апреля, Рыбы",Рыбы,Вода
25,2024-04-21,309,70,7603,15,1,"22 апреля, Овен",Овен,Огонь
26,2024-04-21,342,60,9492,1,1,"22 апреля, Телец",Телец,Земля
27,2024-04-21,172,68,8630,0,1,"22 апреля, Близнецы",Близнецы,Воздух
28,2024-04-21,837,186,13611,2,1,"22 апреля, Рак",Рак,Вода
29,2024-04-21,289,53,6831,2,1,"22 апреля, Лев",Лев,Огонь
30,2024-04-21,539,103,9219,3,1,"22 апреля, Дева",Дева,Земля
31,2024-04-21,150,55,8387,3,1,"22 апреля, Весы",Весы,Воздух
32,2024-04-21,169,47,7351,2,1,"22 апреля, Скорпион",Скорпион,Вода
33,2024-04-21,425,63,7399,1,1,"22 апреля, Стрелец",Стрелец,Огонь
34,2024-04-21,241,147,9436,4,1,"22 апреля, Козерог",Козерог,Земля
35,2024-04-21,1239,214,17565,6,1,22 апреля Водолей,Водолей,Воздух
36,2024-04-21,872,184,15672,4,1,"22 апреля, Рыбы",Рыбы,Вода
37,2024-04-20,462,71,7914,1,1,"21 апреля, Овен",Овен,Огонь
38,2024-04-20,657,120,11372,3,1,"21 апреля, Телец",Телец,Земля
39,2024-04-20,254,49,5816,2,1,"21 апреля, Близнецы",Близнецы,Воздух
40,2024-04-20,1454,211,22035,1,1,"21 апреля, Рак",Рак,Вода
41,2024-04-20,202,52,4859,0,1,"21 апреля, Лев",Лев,Огонь
42,2024-04-20,241,60,5113,0,1,"21 апреля, Дева",Дева,Земля
43,2024-04-20,478,113,8962,2,1,"21 апреля, Весы",Весы,Воздух
44,2024-04-20,726,157,13203,2,1,"21 апреля, Скорпион",Скорпион,Вода
45,2024-04-20,223,83,9249,2,1,"21 апреля, Стрелец",Стрелец,Огонь
46,2024-04-20,759,176,12375,4,1,"21 апреля, Козерог",Козерог,Земля
47,2024-04-20,494,72,10732,3,1,21 апреля Водолей,Водолей,Воздух
48,2024-04-20,3702,491,40980,9,1,"21 апреля, Рыбы",Рыбы,Вода
49,2024-04-19,261,100,9595,1,1,"20 апреля, Овен",Овен,Огонь
50,2024-04-19,271,56,6156,5,1,"20 апреля, Телец",Телец,Земля
51,2024-04-19,357,63,7739,1,1,"20 апреля, Близнецы",Близнецы,Воздух
52,2024-04-19,626,137,14057,1,1,"20 апреля, Рак",Рак,Вода
53,2024-04-19,169,34,5456,3,1,"20 апреля, Лев",Лев,Огонь
54,2024-04-19,176,41,4912,0,1,"20 апреля, Дева",Дева,Земля
55,2024-04-19,242,41,6174,2,1,"20 апреля, Весы",Весы,Воздух
56,2024-04-19,230,26,5380,0,1,"20 апреля, Скорпион",Скорпион,Вода
57,2024-04-19,316,58,7051,1,1,"20 апреля, Стрелец",Стрелец,Огонь
58,2024-04-19,192,67,6604,0,1,"20 апреля, Козерог",Козерог,Земля
59,2024-04-19,1350,201,16724,2,1,20 апреля Водолей,Водолей,Воздух
60,2024-04-19,695,95,14095,5,1,"20 апреля, Рыбы",Рыбы,Вода
61,2024-04-18,607,190,16306,1,1,"19 апреля, Овен",Овен,Огонь
62,2024-04-18,663,154,15835,2,1,"19 апреля, Телец",Телец,Земля
63,2024-04-18,234,75,7108,3,1,"19 апреля, Близнецы",Близнецы,Воздух
64,2024-04-18,201,38,9369,2,1,"19 апреля, Рак",Рак,Вода
65,2024-04-18,685,142,12657,6,1,"19 апреля, Лев",Лев,Огонь
66,2024-04-18,333,55,7812,2,1,"19 апреля, Дева",Дева,Земля
67,2024-04-18,888,170,17569,15,1,"19 апреля, Весы",Весы,Воздух
68,2024-04-18,321,143,10458,2,1,"19 апреля, Скорпион",Скорпион,Вода
69,2024-04-18,942,193,13301,2,1,"19 апреля, Стрелец",Стрелец,Огонь
70,2024-04-18,370,106,10206,4,1,"19 апреля, Козерог",Козерог,Земля
71,2024-04-18,1651,353,19539,8,1,19 апреля Водолей,Водолей,Воздух
72,2024-04-18,1043,114,22074,8,1,"19 апреля, Рыбы",Рыбы,Вода
73,2024-04-17,313,77,14738,15,1,"18 апреля, Телец",Телец,Земля
74,2024-04-17,1527,342,27371,16,1,"18 апреля, Овен",Овен,Огонь
75,2024-04-17,372,81,8929,2,1,"18 апреля, Близнецы",Близнецы,Воздух
76,2024-04-17,206,44,9688,2,1,"18 апреля, Рак",Рак,Вода
77,2024-04-17,377,98,12780,8,1,"18 апреля, Лев",Лев,Огонь
78,2024-04-17,255,49,6917,4,1,"18 апреля, Дева",Дева,Земля
79,2024-04-17,520,106,10753,3,1,"18 апреля, Весы",Весы,Воздух
80,2024-04-17,212,48,7620,2,1,"18 апреля, Скорпион",Скорпион,Вода
81,2024-04-17,1561,264,27942,4,1,"18 апреля, Стрелец",Стрелец,Огонь
82,2024-04-17,470,97,12269,1,1,"18 апреля, Козерог",Козерог,Земля
83,2024-04-17,270,57,7224,1,1,18 апреля Водолей,Водолей,Воздух
84,2024-04-17,1088,120,16312,4,1,"18 апреля, Рыбы",Рыбы,Вода
85,2024-04-16,772,196,16660,2,1,"17 апреля, Овен",Овен,Огонь
86,2024-04-16,363,46,14666,4,1,"17 апреля, Телец",Телец,Земля
87,2024-04-16,396,133,9301,0,1,"17 апреля, Близнецы",Близнецы,Воздух
88,2024-04-16,670,88,12973,1,1,"17 апреля, Рак",Рак,Вода
89,2024-04-16,469,128,9921,3,1,"17 апреля, Лев",Лев,Огонь
90,2024-04-16,169,94,5992,0,1,"17 апреля, Дева",Дева,Земля
91,2024-04-16,753,117,14485,10,1,"17 апреля, Весы",Весы,Воздух
92,2024-04-16,342,68,7872,5,1,"17 апреля, Скорпион",Скорпион,Вода
93,2024-04-16,325,63,7248,3,1,"17 апреля, Стрелец",Стрелец,Огонь
94,2024-04-16,258,66,6190,1,1,"17 апреля, Козерог",Козерог,Земля
95,2024-04-16,397,82,7858,5,1,17 апреля Водолей,Водолей,Воздух
96,2024-04-16,663,123,11954,5,1,"17 апреля, Рыбы",Рыбы,Вода
97,2024-04-15,498,61,16509,8,1,"15 апреля, Овен",Овен,Огонь
98,2024-04-15,587,81,11234,1,1,"15 апреля, Телец",Телец,Земля
99,2024-04-15,214,79,9116,4,1,"15 апреля, Близнецы",Близнецы,Воздух
100,2024-04-15,269,69,10996,4,1,"15 апреля, Рак",Рак,Вода
101,2024-04-15,347,74,7980,5,1,"15 апреля, Лев",Лев,Огонь
102,2024-04-15,317,68,7368,3,1,"15 апреля, Дева",Дева,Земля
103,2024-04-15,445,89,11159,4,1,"15 апреля, Весы",Весы,Воздух
104,2024-04-15,196,59,5782,7,1,"15 апреля, Скорпион",Скорпион,Вода
105,2024-04-15,253,51,7179,0,1,"15 апреля, Стрелец",Стрелец,Огонь
106,2024-04-15,1009,245,22369,6,1,"15 апреля, Козерог",Козерог,Земля
107,2024-04-15,457,132,10421,2,1,15 апреля Водолей,Водолей,Воздух
108,2024-04-15,583,79,13888,0,1,"15 апреля, Рыбы",Рыбы,Вода
109,2024-04-14,1125,215,24925,1,1,"14 апреля, Овен",Овен,Огонь
110,2024-04-14,554,103,14499,2,1,"14 апреля, Телец",Телец,Земля
111,2024-04-14,383,75,9015,0,1,"14 апреля, Близнецы",Близнецы,Воздух
112,2024-04-14,898,121,13669,1,1,"14 апреля, Рак",Рак,Вода
113,2024-04-14,329,56,8500,1,1,"14 апреля, Лев",Лев,Огонь
114,2024-04-14,258,57,6687,4,1,"14 апреля, Дева",Дева,Земля
115,2024-04-14,431,56,11201,3,1,"14 апреля, Весы",Весы,Воздух
116,2024-04-14,452,53,9143,3,1,"14 апреля, Скорпион",Скорпион,Вода
117,2024-04-14,469,121,8601,2,1,"14 апреля, Стрелец",Стрелец,Огонь
118,2024-04-14,315,81,6306,0,1,"14 апреля, Козерог",Козерог,Земля
119,2024-04-14,326,61,7888,2,1,14 апреля Водолей,Водолей,Воздух
120,2024-04-14,487,82,11895,0,1,"14 апреля, Рыбы",Рыбы,Вода
121,2024-04-13,635,64,12687,1,1,"13 апреля, Овен",Овен,Огонь
122,2024-04-13,377,48,7521,1,1,"13 апреля, Телец",Телец,Земля
123,2024-04-13,360,78,7882,0,1,"13 апреля, Близнецы",Близнецы,Воздух
124,2024-04-13,268,76,6600,3,1,"13 апреля, Рак",Рак,Вода
125,2024-04-13,291,31,6371,2,1,"13 апреля, Лев",Лев,Огонь
126,2024-04-13,189,42,5436,2,1,"13 апреля, Дева",Дева,Земля
127,2024-04-13,488,158,16468,7,1,"13 апреля, Весы",Весы,Воздух
128,2024-04-13,479,99,7399,3,1,"13 апреля, Скорпион",Скорпион,Вода
129,2024-04-13,408,74,10008,3,1,"13 апреля, Стрелец",Стрелец,Огонь
130,2024-04-13,328,76,7395,0,1,"13 апреля, Козерог",Козерог,Земля
131,2024-04-13,8290,1935,162753,60,1,13 апреля Водолей,Водолей,Воздух
132,2024-04-13,1852,172,24039,7,1,"13 апреля, Рыбы",Рыбы,Вода
133,2024-04-12,539,78,13408,0,1,"12 апреля, Овен",Овен,Огонь
134,2024-04-12,421,103,9302,0,1,"12 апреля, Телец",Телец,Земля
135,2024-04-12,349,57,8120,0,1,"12 апреля, Близнецы",Близнецы,Воздух
136,2024-04-12,379,40,6924,5,1,"12 апреля, Рак",Рак,Вода
137,2024-04-12,255,41,6178,0,1,"12 апреля, Лев",Лев,Огонь
138,2024-04-12,273,42,7568,4,1,"12 апреля, Дева",Дева,Земля
139,2024-04-12,303,59,5795,0,1,"12 апреля, Весы",Весы,Воздух
140,2024-04-12,147,28,5540,1,1,"12 апреля, Скорпион",Скорпион,Вода
141,2024-04-12,1065,164,19732,2,1,"12 апреля, Стрелец",Стрелец,Огонь
142,2024-04-12,205,38,8493,0,1,"12 апреля, Козерог",Козерог,Земля
143,2024-04-12,428,59,6725,1,1,12 апреля Водолей,Водолей,Воздух
144,2024-04-12,338,80,7194,6,1,"12 апреля, Рыбы",Рыбы,Вода
145,2024-04-11,412,84,8477,3,1,"11 апреля, Овен",Овен,Огонь
146,2024-04-11,1182,161,20017,10,1,"11 апреля, Телец",Телец,Земля
147,2024-04-11,396,164,10396,4,1,"11 апреля, Близнецы",Близнецы,Воздух
148,2024-04-11,328,101,9166,1,1,"11 апреля, Рак",Рак,Вода
149,2024-04-11,443,75,8729,1,1,"11 апреля, Лев",Лев,Огонь
150,2024-04-11,706,161,11411,2,1,"11 апреля, Дева",Дева,Земля
151,2024-04-11,669,111,11350,3,1,"11 апреля, Весы",Весы,Воздух
152,2024-04-11,400,98,9887,0,1,"11 апреля, Скорпион",Скорпион,Вода
153,2024-04-11,679,88,11793,1,1,"11 апреля, Стрелец",Стрелец,Огонь
154,2024-04-11,891,220,15232,5,1,"11 апреля, Козерог",Козерог,Земля
155,2024-04-11,399,76,12336,0,1,11 апреля Водолей,Водолей,Воздух
156,2024-04-11,420,83,8153,0,1,"11 апреля, Рыбы",Рыбы,Вода
157,2024-04-10,648,152,17463,6,1,"10 апреля, Овен",Овен,Огонь
158,2024-04-10,1316,163,18123,3,1,"10 апреля, Телец",Телец,Земля
159,2024-04-10,391,107,13921,2,1,"10 апреля, Близнецы",Близнецы,Воздух
161,2024-04-10,429,66,9057,0,1,"10 апреля, Лев",Лев,Огонь
162,2024-04-10,328,67,6816,0,1,"10 апреля, Дева",Дева,Земля
163,2024-04-10,528,132,10388,0,1,"10 апреля, Весы",Весы,Воздух
164,2024-04-10,401,67,11774,0,1,"10 апреля, Скорпион",Скорпион,Вода
165,2024-04-10,247,42,9557,0,1,"10 апреля, Стрелец",Стрелец,Огонь
166,2024-04-10,296,44,6782,7,1,"10 апреля, Козерог",Козерог,Земля
167,2024-04-10,1329,271,20277,2,1,10 апреля Водолей,Водолей,Воздух
168,2024-04-10,166,48,5705,1,1,"10 апреля, Рыбы",Рыбы,Вода
169,2024-04-09,1391,132,22526,17,1,"10 апреля, Овен",Овен,Огонь
170,2024-04-09,1229,192,19663,3,1,"10 апреля, Телец",Телец,Земля
171,2024-04-09,1471,290,26573,8,1,"10 апреля, Близнецы",Близнецы,Воздух
172,2024-04-09,368,98,10299,2,1,"10 апреля, Рак",Рак,Вода
173,2024-04-09,232,64,9014,2,1,"10 апреля, Лев",Лев,Огонь
174,2024-04-09,332,79,8408,4,1,"10 апреля, Дева",Дева,Земля
175,2024-04-09,585,81,12787,5,1,"10 апреля, Весы",Весы,Воздух
176,2024-04-09,1277,208,18032,2,1,"10 апреля, Скорпион",Скорпион,Вода
177,2024-04-09,212,60,8036,0,1,"10 апреля, Стрелец",Стрелец,Огонь
178,2024-04-09,411,84,10274,1,1,"10 апреля, Козерог",Козерог,Земля
179,2024-04-09,716,91,10722,3,1,10 апреля Водолей,Водолей,Воздух
180,2024-04-09,533,107,9033,3,1,"10 апреля, Рыбы",Рыбы,Вода
181,2024-04-08,1549,211,20151,2,1,"9 апреля, Овен",Овен,Огонь
182,2024-04-08,522,95,11921,1,1,"9 апреля, Телец",Телец,Земля
183,2024-04-08,362,83,12256,0,1,"9 апреля, Близнецы",Близнецы,Воздух
184,2024-04-08,359,67,11917,0,1,"9 апреля, Рак",Рак,Вода
185,2024-04-08,518,62,9080,0,1,"9 апреля, Лев",Лев,Огонь
186,2024-04-08,809,141,13215,1,1,"9 апреля, Дева",Дева,Земля
187,2024-04-08,847,123,13407,7,1,"9 апреля, Весы",Весы,Воздух
188,2024-04-08,282,69,7081,0,1,"9 апреля, Скорпион",Скорпион,Вода
189,2024-04-08,491,92,10319,2,1,"9 апреля, Стрелец",Стрелец,Огонь
190,2024-04-08,441,99,7827,0,1,9 апреля Водолей,Водолей,Воздух
191,2024-04-08,379,71,8379,3,1,"9 апреля, Козерог",Козерог,Земля
192,2024-04-08,17793,3643,236081,109,1,"9 апреля, Рыбы",Рыбы,Вода
193,2024-04-07,509,135,11255,1,1,"8 апреля, Овен",Овен,Огонь
194,2024-04-07,374,122,10054,1,1,"8 апреля, Телец",Телец,Земля
195,2024-04-07,393,79,9165,0,1,"8 апреля, Близнецы",Близнецы,Воздух
196,2024-04-07,1594,286,24357,4,1,"8 апреля, Рак",Рак,Вода
197,2024-04-07,607,98,13444,2,1,"8 апреля, Лев",Лев,Огонь
198,2024-04-07,488,101,11312,3,1,"8 апреля, Дева",Дева,Земля
199,2024-04-07,383,98,8436,1,1,"8 апреля, Весы",Весы,Воздух
200,2024-04-07,672,162,13147,6,1,"8 апреля, Скорпион",Скорпион,Вода
201,2024-04-07,558,113,10137,2,1,"8 апреля, Стрелец",Стрелец,Огонь
202,2024-04-07,513,225,14087,1,1,"8 апреля, Козерог",Козерог,Земля
203,2024-04-07,537,67,12685,1,1,8 апреля Водолей,Водолей,Воздух
204,2024-04-07,331,50,7550,2,1,"8 апреля, Рыбы",Рыбы,Вода
205,2024-04-06,773,126,13506,3,1,"7 апреля, Овен",Овен,Огонь
206,2024-04-06,240,65,9393,0,1,"7 апреля, Телец",Телец,Земля
207,2024-04-06,253,70,9348,1,1,"7 апреля, Близнецы",Близнецы,Воздух
208,2024-04-06,232,51,7123,1,1,"7 апреля, Рак",Рак,Вода
209,2024-04-06,463,108,8758,0,1,"7 апреля, Лев",Лев,Огонь
210,2024-04-06,1203,227,17470,7,1,"7 апреля, Дева",Дева,Земля
211,2024-04-06,433,62,7731,1,1,"7 апреля, Весы",Весы,Воздух
212,2024-04-06,462,49,7838,2,1,"7 апреля, Скорпион",Скорпион,Вода
213,2024-04-06,219,35,5773,1,1,"7 апреля, Стрелец",Стрелец,Огонь
214,2024-04-06,425,110,8944,4,1,"7 апреля, Козерог",Козерог,Земля
215,2024-04-06,289,50,7510,0,1,7 апреля Водолей,Водолей,Воздух
216,2024-04-06,166,42,5815,0,1,"7 апреля, Рыбы",Рыбы,Вода
217,2024-04-05,1838,188,35589,3,1,"6 апреля, Овен",Овен,Огонь
218,2024-04-05,666,60,14389,2,1,"6 апреля, Телец",Телец,Земля
219,2024-04-05,369,81,12313,4,1,"6 апреля, Близнецы",Близнецы,Воздух
220,2024-04-05,327,109,9475,1,1,"6 апреля, Рак",Рак,Вода
221,2024-04-05,780,171,15770,2,1,"6 апреля, Лев",Лев,Огонь
222,2024-04-05,762,134,10654,7,1,"6 апреля, Дева",Дева,Земля
223,2024-04-05,866,82,14162,3,1,"6 апреля, Весы",Весы,Воздух
224,2024-04-05,456,61,12310,0,1,"6 апреля, Скорпион",Скорпион,Вода
225,2024-04-05,279,59,7225,0,1,"6 апреля, Стрелец",Стрелец,Огонь
226,2024-04-05,534,101,11105,1,1,"6 апреля, Козерог",Козерог,Земля
227,2024-04-05,1127,219,15833,0,1,6 апреля Водолей,Водолей,Воздух
228,2024-04-05,631,88,10281,1,1,"6 апреля, Рыбы",Рыбы,Вода
229,2024-04-04,552,87,11859,4,1,"5 апреля, Овен",Овен,Огонь
230,2024-04-04,432,59,8227,0,1,"5 апреля, Телец",Телец,Земля
231,2024-04-04,230,62,8184,0,1,"5 апреля, Близнецы",Близнецы,Воздух
232,2024-04-04,669,126,17545,5,1,"5 апреля, Рак",Рак,Вода
233,2024-04-04,426,130,9628,2,1,"5 апреля, Лев",Лев,Огонь
234,2024-04-04,786,127,14567,2,1,"5 апреля, Дева",Дева,Земля
235,2024-04-04,534,100,9822,1,1,"5 апреля, Весы",Весы,Воздух
236,2024-04-04,356,81,8521,6,1,"5 апреля, Скорпион",Скорпион,Вода
237,2024-04-04,305,44,7286,1,1,"5 апреля, Стрелец",Стрелец,Огонь
238,2024-04-04,354,64,14335,5,1,"5 апреля, Козерог",Козерог,Земля
239,2024-04-04,161,88,10685,7,1,5 апреля Водолей,Водолей,Воздух
240,2024-04-04,376,94,8176,1,1,"5 апреля, Рыбы",Рыбы,Вода
241,2024-04-03,2445,288,38084,7,1,"4 апреля, Овен",Овен,Огонь
242,2024-04-03,818,213,19242,2,1,"4 апреля, Телец",Телец,Земля
243,2024-04-03,273,72,12140,2,1,"4 апреля, Близнецы",Близнецы,Воздух
244,2024-04-03,844,168,15991,5,1,"4 апреля, Рак",Рак,Вода
245,2024-04-03,1018,145,25989,3,1,"4 апреля, Лев",Лев,Огонь
246,2024-04-03,337,88,8199,0,1,"4 апреля, Дева",Дева,Земля
247,2024-04-03,230,43,7571,0,1,"4 апреля, Весы",Весы,Воздух
248,2024-04-03,222,96,8236,1,1,"4 апреля, Скорпион",Скорпион,Вода
249,2024-04-03,967,141,16916,0,1,"4 апреля, Стрелец",Стрелец,Огонь
250,2024-04-03,228,55,12435,3,1,"4 апреля, Козерог",Козерог,Земля
251,2024-04-03,2047,354,33981,12,1,4 апреля Водолей,Водолей,Воздух
252,2024-04-03,408,91,12612,3,1,"4 апреля, Рыбы",Рыбы,Вода
253,2024-04-02,397,58,12067,6,1,"3 апреля, Овен",Овен,Огонь
254,2024-04-02,921,77,16454,2,1,"3 апреля, Телец",Телец,Земля
255,2024-04-02,409,171,11670,2,1,"3 апреля, Близнецы",Близнецы,Воздух
256,2024-04-02,12170,2848,178839,40,1,"3 апреля, Рак",Рак,Вода
257,2024-04-02,490,83,10415,4,1,"3 апреля, Лев",Лев,Огонь
258,2024-04-02,804,131,14032,6,1,"3 апреля, Дева",Дева,Земля
259,2024-04-02,1013,278,26636,12,1,"3 апреля, Весы",Весы,Воздух
260,2024-04-02,384,107,9294,5,1,"3 апреля, Скорпион",Скорпион,Вода
261,2024-04-02,267,79,7764,2,1,"3 апреля, Стрелец",Стрелец,Огонь
262,2024-04-02,376,94,9696,2,1,"3 апреля, Козерог",Козерог,Земля
263,2024-04-02,289,92,9181,1,1,3 апреля Водолей,Водолей,Воздух
264,2024-04-02,438,58,8873,2,1,"3 апреля, Рыбы",Рыбы,Вода
265,2024-04-01,2268,561,39008,9,1,"2 апреля, Овен",Овен,Огонь
266,2024-04-01,438,284,23659,9,1,"2 апреля, Телец",Телец,Земля
267,2024-04-01,478,95,12107,0,1,"2 апреля, Близнецы",Близнецы,Воздух
268,2024-04-01,787,122,15664,2,1,"2 апреля, Рак",Рак,Вода
269,2024-04-01,304,111,10152,0,1,"2 апреля, Лев",Лев,Огонь
270,2024-04-01,496,122,9971,0,1,"2 апреля, Дева",Дева,Земля
271,2024-04-01,504,103,11832,1,1,"2 апреля, Весы",Весы,Воздух
272,2024-04-01,949,208,20186,8,1,"2 апреля, Скорпион",Скорпион,Вода
273,2024-04-01,312,63,15574,2,1,"2 апреля, Стрелец",Стрелец,Огонь
274,2024-04-01,471,154,9969,1,1,"2 апреля, Козерог",Козерог,Земля
275,2024-04-01,707,301,16948,5,1,2 апреля Водолей,Водолей,Воздух
276,2024-04-01,440,129,10131,2,1,"2 апреля, Рыбы",Рыбы,Вода
277,2024-03-31,738,198,14725,0,1,"1 апреля, Овен",Овен,Огонь
278,2024-03-31,308,66,12141,1,1,"1 апреля, Телец",Телец,Земля
279,2024-03-31,428,115,11609,0,1,"1 апреля, Близнецы",Близнецы,Воздух
280,2024-03-31,464,122,10643,3,1,"1 апреля, Рак",Рак,Вода
281,2024-03-31,474,125,10331,0,1,"1 апреля, Лев",Лев,Огонь
282,2024-03-31,343,108,11859,0,1,"1 апреля, Дева",Дева,Земля
283,2024-03-31,280,74,12305,2,1,"1 апреля, Весы",Весы,Воздух
284,2024-03-31,1692,505,34699,17,1,"1 апреля, Скорпион",Скорпион,Вода
285,2024-03-31,341,73,7863,0,1,"1 апреля, Стрелец",Стрелец,Огонь
286,2024-03-31,334,81,10024,3,1,"1 апреля, Козерог",Козерог,Земля
287,2024-03-31,1366,155,19277,4,1,1 апреля Водолей,Водолей,Воздух
288,2024-03-31,1042,157,20771,1,1,"1 апреля, Рыбы",Рыбы,Вода
289,2024-03-30,12142,1978,173875,24,1,"31 марта, овен",Овен,Огонь
290,2024-03-30,2283,262,28670,6,1,"31 марта, телец",Телец,Земля
291,2024-03-30,505,114,13002,3,1,"31 марта, близнецы",Близнецы,Воздух
292,2024-03-30,1484,121,17510,5,1,"31 марта, рак",Рак,Вода
293,2024-03-30,418,105,9746,3,1,"31 марта, лев",Лев,Огонь
294,2024-03-30,493,111,9642,5,1,"31 марта, дева",Дева,Земля
295,2024-03-30,469,96,13979,3,1,"31 марта, весы",Весы,Воздух
296,2024-03-30,1471,249,25410,9,1,"31 марта, скорпион",Скорпион,Вода
297,2024-03-30,518,80,9730,5,1,"31 марта, стрелец",Стрелец,Огонь
298,2024-03-30,1039,80,17058,8,1,"31 марта, козерог",Козерог,Земля
299,2024-03-30,492,86,11041,2,1,"31 марта, водолей",Водолей,Воздух
300,2024-03-30,796,133,13488,2,1,"31 марта, рыбы",Рыбы,Вода
301,2024-03-29,3318,249,43305,15,1,"30 марта, овен",Овен,Огонь
302,2024-03-29,379,66,8680,1,1,"30 марта, телец",Телец,Земля
303,2024-03-29,905,114,14954,8,1,"30 марта, близнецы",Близнецы,Воздух
304,2024-03-29,688,98,11213,3,1,"30 марта, рак",Рак,Вода
305,2024-03-29,261,50,6952,0,1,"30 марта, лев",Лев,Огонь
306,2024-03-29,373,95,9084,1,1,"30 марта, дева",Дева,Земля
307,2024-03-29,356,78,8612,5,1,"30 марта, весы",Весы,Воздух
308,2024-03-29,247,50,8096,0,1,"30 марта, скорпион",Скорпион,Вода
309,2024-03-29,484,73,9313,2,1,"30 марта, стрелец",Стрелец,Огонь
310,2024-03-29,440,74,10855,1,1,"30 марта, козерог",Козерог,Земля
311,2024-03-29,310,118,8229,2,1,"30 марта, водолей",Водолей,Воздух
312,2024-03-29,453,124,11408,3,1,"30 марта, рыбы",Рыбы,Вода
313,2024-03-28,635,110,12497,3,1,"29 марта, овен",Овен,Огонь
314,2024-03-28,1369,271,20391,9,1,"29 марта, телец",Телец,Земля
315,2024-03-28,578,111,11984,6,1,"29 марта, близнецы",Близнецы,Воздух
316,2024-03-28,397,138,9503,1,1,"29 марта, рак",Рак,Вода
317,2024-03-28,232,58,8470,12,1,"29 марта, лев",Лев,Огонь
318,2024-03-28,260,87,8202,3,1,"29 марта, дева",Дева,Земля
319,2024-03-28,644,225,18241,4,1,"29 марта, весы",Весы,Воздух
320,2024-03-28,210,76,7947,2,1,"29 марта, скорпион",Скорпион,Вода
321,2024-03-28,463,99,8697,0,1,"29 марта, стрелец",Стрелец,Огонь
322,2024-03-28,503,79,11616,4,1,"29 марта, козерог",Козерог,Земля
323,2024-03-28,954,130,16783,2,1,"29 марта, водолей",Водолей,Воздух
324,2024-03-28,779,114,14608,10,1,"29 марта, рыбы",Рыбы,Вода
325,2024-03-27,1654,368,31920,9,1,"28 марта, овен",Овен,Огонь
326,2024-03-27,1425,201,18787,10,1,"28 марта, телец",Телец,Земля
327,2024-03-27,596,186,14752,3,1,"28 марта, близнецы",Близнецы,Воздух
328,2024-03-27,360,102,11680,6,1,"28 марта, рак",Рак,Вода
329,2024-03-27,341,125,9683,2,1,"28 марта, лев",Лев,Огонь
330,2024-03-27,1242,210,21116,2,1,"28 марта, дева",Дева,Земля
331,2024-03-27,370,106,9405,4,1,"28 марта, весы",Весы,Воздух
332,2024-03-27,409,100,14360,10,1,"28 марта, скорпион",Скорпион,Вода
333,2024-03-27,1393,243,23054,7,1,"28 марта, стрелец",Стрелец,Огонь
334,2024-03-27,759,163,17286,9,1,"28 марта, козерог",Козерог,Земля
335,2024-03-27,313,72,11270,4,1,"28 марта, водолей",Водолей,Воздух
336,2024-03-27,487,173,11217,5,1,"28 марта, рыбы",Рыбы,Вода
337,2024-03-26,772,195,20054,1,1,"27 марта, овен",Овен,Огонь
338,2024-03-26,584,96,12717,3,1,"27 марта, телец",Телец,Земля
339,2024-03-26,1690,237,26532,3,1,"27 марта, близнецы",Близнецы,Воздух
340,2024-03-26,277,186,13812,2,1,"27 марта, рак",Рак,Вода
341,2024-03-26,484,152,12883,4,1,"27 марта, лев",Лев,Огонь
342,2024-03-26,390,180,13055,5,1,"27 марта, дева",Дева,Земля
