,Дата,Количество лайков,Количество репостов,Количество просмотров,Количество комментариев,Количество вложений,Описание поста,Знак зодиака,Стихии
3254,2023-07-25,323,72,8870,6,1,"26 июля, весы",Весы,Воздух
3255,2023-07-25,935,154,18395,10,1,"26 июля, скорпион",Скорпион,Вода
3256,2023-07-25,395,100,8589,2,1,"26 июля, стрелец",Стрелец,Огонь
3257,2023-07-25,283,84,9870,2,1,"26 июля, козерог",Козерог,Земля
3258,2023-07-25,381,61,9454,0,1,"26 июля, водолей",Водолей,Воздух
3259,2023-07-25,284,62,11352,0,1,"26 июля, рыбы",Рыбы,Вода
3260,2023-07-24,2021,336,44639,6,1,"25 июля, овен",Овен,Огонь
3261,2023-07-24,1878,184,47931,3,1,"25 июля, телец",Телец,Земля
3262,2023-07-24,428,78,11928,0,1,"25 июля, близнецы",Близнецы,Воздух
3263,2023-07-24,1140,216,27118,2,1,"25 июля, рак",Рак,Вода
3264,2023-07-24,451,30,10508,2,1,"25 июля, лев",Лев,Огонь
3265,2023-07-24,451,92,10396,0,1,"25 июля, дева",Дева,Земля
3266,2023-07-24,356,99,13397,1,1,"25 июля, весы",Весы,Воздух
3267,2023-07-24,539,91,13236,0,1,"25 июля, скорпион",Скорпион,Вода
3268,2023-07-24,501,73,15274,4,1,"25 июля, стрелец",Стрелец,Огонь
3269,2023-07-24,436,67,17761,0,1,"25 июля, козерог",Козерог,Земля
3270,2023-07-24,520,85,11777,3,1,"25 июля, водолей",Водолей,Воздух
3271,2023-07-24,925,175,22769,2,1,"25 июля, рыбы",Рыбы,Вода
3272,2023-07-23,2291,778,77287,2,1,"24 июля, овен",Овен,Огонь
3273,2023-07-23,1170,140,19566,6,1,"24 июля, телец",Телец,Земля
3274,2023-07-23,559,123,14279,0,1,"24 июля, близнецы",Близнецы,Воздух
3275,2023-07-23,291,63,14741,6,1,"24 июля, рак",Рак,Вода
3276,2023-07-23,379,62,15172,7,1,"24 июля, лев",Лев,Огонь
3277,2023-07-23,465,108,10051,3,1,"24 июля, дева",Дева,Земля
3278,2023-07-23,734,102,16365,2,1,"24 июля, весы",Весы,Воздух
3279,2023-07-23,413,99,12073,2,1,"24 июля, скорпион",Скорпион,Вода
3280,2023-07-23,412,86,12076,2,1,"24 июля, стрелец",Стрелец,Огонь
3281,2023-07-23,440,100,14080,0,1,"24 июля, козерог",Козерог,Земля
3282,2023-07-23,884,280,22688,3,1,"24 июля, водолей",Водолей,Воздух
3283,2023-07-23,1709,238,26802,7,1,"24 июля, рыбы",Рыбы,Вода
3284,2023-07-22,1091,152,45660,3,1,"23 июля, овен",Овен,Огонь
3285,2023-07-22,398,108,15193,3,1,"23 июля, телец",Телец,Земля
3286,2023-07-22,1518,277,32889,1,1,"23 июля, близнецы",Близнецы,Воздух
3287,2023-07-22,287,70,9103,3,1,"23 июля, рак",Рак,Вода
3288,2023-07-22,749,101,17616,1,1,"23 июля, лев",Лев,Огонь
3289,2023-07-22,233,65,11158,7,1,"23 июля, дева",Дева,Земля
3290,2023-07-22,203,56,9359,1,1,"23 июля, весы",Весы,Воздух
3291,2023-07-22,322,59,10174,2,1,"23 июля, скорпион",Скорпион,Вода
3292,2023-07-22,241,80,8985,0,1,"23 июля, стрелец",Стрелец,Огонь
3293,2023-07-22,566,161,13913,2,1,"23 июля, козерог",Козерог,Земля
3294,2023-07-22,647,101,16839,0,1,"23 июля, водолей",Водолей,Воздух
3295,2023-07-22,327,89,10144,2,1,"23 июля, рыбы",Рыбы,Вода
3296,2023-07-21,5358,783,147139,25,1,"22 июля, овен",Овен,Огонь
3297,2023-07-21,1146,183,25910,2,1,"22 июля, телец",Телец,Земля
3298,2023-07-21,2061,508,40813,3,1,"22 июля, близнецы",Близнецы,Воздух
3299,2023-07-21,270,112,13248,4,1,"22 июля, рак",Рак,Вода
3300,2023-07-21,610,146,16189,4,1,"22 июля, лев",Лев,Огонь
3301,2023-07-21,367,80,12892,0,1,"22 июля, дева",Дева,Земля
3302,2023-07-21,649,111,14277,4,1,"22 июля, весы",Весы,Воздух
3303,2023-07-21,365,83,11196,0,1,"22 июля, скорпион",Скорпион,Вода
3304,2023-07-21,302,69,9935,3,1,"22 июля, стрелец",Стрелец,Огонь
3305,2023-07-21,352,99,11204,1,1,"22 июля, козерог",Козерог,Земля
3306,2023-07-21,1215,158,17650,6,1,"22 июля, водолей",Водолей,Воздух
3307,2023-07-21,1243,125,23250,4,1,"22 июля, рыбы",Рыбы,Вода
3308,2023-07-20,471,148,25450,1,1,"21 июля, овен",Овен,Огонь
3309,2023-07-20,734,138,23360,2,1,"21 июля, телец",Телец,Земля
3310,2023-07-20,596,136,16217,2,1,"21 июля, близнецы",Близнецы,Воздух
3311,2023-07-20,980,417,30773,2,1,"21 июля, рак",Рак,Вода
3312,2023-07-20,459,143,12591,3,1,"21 июля, лев",Лев,Огонь
3313,2023-07-20,266,79,10103,1,1,"21 июля, дева",Дева,Земля
3314,2023-07-20,325,102,10272,1,1,"21 июля, весы",Весы,Воздух
3315,2023-07-20,445,96,13572,2,1,"21 июля, скорпион",Скорпион,Вода
3316,2023-07-20,686,90,15230,2,1,"21 июля, стрелец",Стрелец,Огонь
3318,2023-07-20,367,45,8681,8,1,"21 июля, козерог",Козерог,Земля
3319,2023-07-20,1657,215,32355,4,1,"21 июля, водолей",Водолей,Воздух
3320,2023-07-20,414,97,9484,2,1,"21 июля, рыбы",Рыбы,Вода
3321,2023-07-19,831,291,26901,5,1,"20 июля, овен",Овен,Огонь
3322,2023-07-19,370,65,17002,15,1,"20 июля, телец",Телец,Земля
3323,2023-07-19,326,77,12138,2,1,"20 июля, близнецы",Близнецы,Воздух
3324,2023-07-19,362,193,14113,5,1,"20 июля, рак",Рак,Вода
3325,2023-07-19,419,94,13340,1,1,"20 июля, лев",Лев,Огонь
3326,2023-07-19,391,76,10233,2,1,"20 июля, дева",Дева,Земля
3327,2023-07-19,877,206,17525,5,1,"20 июля, весы",Весы,Воздух
3328,2023-07-19,462,52,13938,8,1,"20 июля, скорпион",Скорпион,Вода
3329,2023-07-19,203,32,8385,5,1,"20 июля, стрелец",Стрелец,Огонь
3330,2023-07-19,352,62,10530,2,1,"20 июля, козерог",Козерог,Земля
3331,2023-07-19,439,103,12838,5,1,"20 июля, водолей",Водолей,Воздух
3332,2023-07-19,409,74,12982,3,1,"20 июля, рыбы",Рыбы,Вода
3333,2023-07-18,278,62,12507,5,1,"19 июля, овен",Овен,Огонь
3334,2023-07-18,337,120,10248,7,1,"19 июля, телец",Телец,Земля
3335,2023-07-18,342,69,10080,2,1,"19 июля, близнецы",Близнецы,Воздух
3336,2023-07-18,1868,296,43572,7,1,"19 июля, рак",Рак,Вода
3337,2023-07-18,445,88,12284,2,1,"19 июля, лев",Лев,Огонь
3338,2023-07-18,286,72,14945,3,1,"19 июля, дева",Дева,Земля
3339,2023-07-18,281,57,10376,2,1,"19 июля, весы",Весы,Воздух
3340,2023-07-18,463,67,14564,2,1,"19 июля, скорпион",Скорпион,Вода
3341,2023-07-18,379,52,12653,1,1,"19 июля, стрелец",Стрелец,Огонь
3342,2023-07-18,383,82,13711,3,1,"19 июля, козерог",Козерог,Земля
3343,2023-07-18,517,105,15294,3,1,"19 июля, водолей",Водолей,Воздух
3344,2023-07-18,935,369,32229,4,1,"19 июля, рыбы",Рыбы,Вода
3345,2023-07-18,1187,212,55810,29,1,"18 июля, овен",Овен,Огонь
3346,2023-07-18,345,44,13775,2,1,"18 июля, телец",Телец,Земля
3347,2023-07-17,262,56,7976,3,1,"18 июля, близнецы",Близнецы,Воздух
3348,2023-07-17,371,86,11330,2,1,"18 июля, рак",Рак,Вода
3349,2023-07-17,316,71,8711,0,1,"18 июля, лев",Лев,Огонь
3350,2023-07-17,303,37,12134,1,1,"18 июля, дева",Дева,Земля
3351,2023-07-17,485,88,14799,6,1,"18 июля, весы",Весы,Воздух
3352,2023-07-17,580,103,16358,5,1,"18 июля, скорпион",Скорпион,Вода
3353,2023-07-17,188,58,7249,0,1,"18 июля, стрелец",Стрелец,Огонь
3354,2023-07-17,194,48,9603,0,1,"18 июля, козерог",Козерог,Земля
3355,2023-07-17,188,67,9611,1,1,"18 июля, водолей",Водолей,Воздух
3356,2023-07-17,355,86,10319,2,1,"18 июля, рыбы",Рыбы,Вода
3357,2023-07-16,859,283,40075,6,1,"17 июля, овен",Овен,Огонь
3358,2023-07-16,913,222,24515,5,1,"17 июля, телец",Телец,Земля
3359,2023-07-16,520,101,13143,1,1,"17 июля, близнецы",Близнецы,Воздух
3360,2023-07-16,386,72,11693,3,1,"17 июля, рак",Рак,Вода
3361,2023-07-16,312,71,13133,1,1,"17 июля, лев",Лев,Огонь
3362,2023-07-16,186,61,9761,1,1,"17 июля, дева",Дева,Земля
3363,2023-07-16,390,67,13534,3,1,"17 июля, весы",Весы,Воздух
3364,2023-07-16,229,25,11017,4,1,"17 июля, скорпион",Скорпион,Вода
3365,2023-07-16,195,33,9372,2,1,"17 июля, стрелец",Стрелец,Огонь
3366,2023-07-16,284,80,13263,3,1,"17 июля, козерог",Козерог,Земля
3367,2023-07-16,347,140,13622,9,1,"17 июля, водолей",Водолей,Воздух
3368,2023-07-16,1684,210,34461,4,1,"17 июля, рыбы",Рыбы,Вода
3369,2023-07-15,651,98,17277,2,1,"16 июля, овен",Овен,Огонь
3370,2023-07-15,428,72,18136,2,1,"16 июля, телец",Телец,Земля
3371,2023-07-15,270,95,11381,3,1,"16 июля, близнецы",Близнецы,Воздух
3372,2023-07-15,4922,1161,141336,56,1,"16 июля, рак",Рак,Вода
3373,2023-07-15,494,137,13640,5,1,"16 июля, лев",Лев,Огонь
3374,2023-07-15,343,71,10244,4,1,"16 июля, дева",Дева,Земля
3375,2023-07-15,1451,235,31900,6,1,"16 июля, весы",Весы,Воздух
3376,2023-07-15,345,68,11846,3,1,"16 июля, скорпион",Скорпион,Вода
3377,2023-07-15,419,56,11427,2,1,"16 июля, стрелец",Стрелец,Огонь
3378,2023-07-15,266,40,8904,2,1,"16 июля, козерог",Козерог,Земля
3379,2023-07-15,423,101,9344,4,1,"16 июля, водолей",Водолей,Воздух
3380,2023-07-15,258,72,8598,1,1,"16 июля, рыбы",Рыбы,Вода
3381,2023-07-14,811,183,38775,7,1,"15 июля, овен",Овен,Огонь
3382,2023-07-14,451,108,16712,2,1,"15 июля, телец",Телец,Земля
3383,2023-07-14,181,75,11489,1,1,"15 июля, близнецы",Близнецы,Воздух
3384,2023-07-14,354,109,13574,5,1,"15 июля, рак",Рак,Вода
3385,2023-07-14,1260,286,28803,9,1,"15 июля, лев",Лев,Огонь
3386,2023-07-14,325,88,10717,2,1,"15 июля, дева",Дева,Земля
3387,2023-07-14,359,83,10436,2,1,"15 июля, весы",Весы,Воздух
3388,2023-07-14,332,69,11848,1,1,"15 июля, скорпион",Скорпион,Вода
3389,2023-07-14,1127,230,28173,8,1,"15 июля, стрелец",Стрелец,Огонь
3390,2023-07-14,221,101,11127,4,1,"15 июля, козерог",Козерог,Земля
3391,2023-07-14,219,44,13502,2,1,"15 июля, водолей",Водолей,Воздух
3392,2023-07-14,427,55,10525,36,1,"15 июля, рыбы",Рыбы,Вода
3393,2023-07-13,2366,492,81682,11,1,"14 июля, овен",Овен,Огонь
3394,2023-07-13,309,50,10718,4,1,"14 июля, телец",Телец,Земля
3395,2023-07-13,210,49,10528,2,1,"14 июля, близнецы",Близнецы,Воздух
3396,2023-07-13,415,129,13666,5,1,"14 июля, рак",Рак,Вода
3397,2023-07-13,205,48,8492,2,1,"14 июля, лев",Лев,Огонь
3398,2023-07-13,114,34,5109,2,1,"14 июля, дева",Дева,Земля
3399,2023-07-13,1624,291,33247,18,1,"14 июля, весы",Весы,Воздух
3400,2023-07-13,437,88,13477,2,1,"14 июля, скорпион",Скорпион,Вода
3401,2023-07-13,798,92,27718,8,1,"14 июля, стрелец",Стрелец,Огонь
3402,2023-07-13,291,58,9916,5,1,"14 июля, козерог",Козерог,Земля
3403,2023-07-13,446,120,20859,4,1,"14 июля, водолей",Водолей,Воздух
3404,2023-07-13,298,71,9262,2,1,"14 июля, рыбы",Рыбы,Вода
3405,2023-07-12,821,133,18469,7,1,"13 июля, овен",Овен,Огонь
3406,2023-07-12,405,65,15489,4,1,"13 июля, телец",Телец,Земля
3407,2023-07-12,2026,302,48285,9,1,"13 июля, близнецы",Близнецы,Воздух
3408,2023-07-12,313,95,9474,3,1,"13 июля, рак",Рак,Вода
3409,2023-07-12,303,75,12792,3,1,"13 июля, лев",Лев,Огонь
3410,2023-07-12,282,53,8101,1,1,"13 июля, дева",Дева,Земля
3411,2023-07-12,189,40,10778,2,1,"13 июля, весы",Весы,Воздух
3412,2023-07-12,254,52,13431,1,1,"13 июля, скорпион",Скорпион,Вода
3413,2023-07-12,288,69,10137,2,1,"13 июля, стрелец",Стрелец,Огонь
3414,2023-07-12,1416,235,25605,3,1,"13 июля, козерог",Козерог,Земля
3415,2023-07-12,319,45,13418,2,1,"13 июля, водолей",Водолей,Воздух
3416,2023-07-12,275,63,11461,4,1,"13 июля, рыбы",Рыбы,Вода
3417,2023-07-11,775,130,32882,5,1,"12 июля, овен",Овен,Огонь
3418,2023-07-11,1106,177,25350,4,1,"12 июля, телец",Телец,Земля
3419,2023-07-11,296,75,12122,4,1,"12 июля, близнецы",Близнецы,Воздух
3420,2023-07-11,1226,220,22186,5,1,"12 июля, рак",Рак,Вода
3421,2023-07-11,450,181,14522,3,1,"12 июля, лев",Лев,Огонь
3422,2023-07-11,252,52,9196,4,1,"12 июля, дева",Дева,Земля
3423,2023-07-11,192,40,7152,1,1,"12 июля, весы",Весы,Воздух
3424,2023-07-11,316,86,10139,7,1,"12 июля, скорпион",Скорпион,Вода
3425,2023-07-11,467,85,9765,6,1,"12 июля, стрелец",Стрелец,Огонь
3426,2023-07-11,537,101,12808,12,1,"12 июля, козерог",Козерог,Земля
3427,2023-07-11,277,30,7670,1,1,"12 июля, водолей",Водолей,Воздух
3428,2023-07-11,245,61,11301,1,1,"12 июля, рыбы",Рыбы,Вода
3429,2023-07-10,3025,638,107578,20,1,"11 июля, овен",Овен,Огонь
3430,2023-07-10,393,80,15232,1,1,"11 июля, телец",Телец,Земля
3431,2023-07-10,457,94,13239,3,1,"11 июля, близнецы",Близнецы,Воздух
3432,2023-07-10,279,66,10678,1,1,"11 июля, рак",Рак,Вода
3433,2023-07-10,1105,222,24498,8,1,"11 июля, лев",Лев,Огонь
3434,2023-07-10,1034,186,21178,2,1,"11 июля, дева",Дева,Земля
3435,2023-07-10,1592,395,38247,5,1,"11 июля, весы",Весы,Воздух
3436,2023-07-10,472,84,14322,2,1,"11 июля, скорпион",Скорпион,Вода
3437,2023-07-10,327,79,11100,5,1,"11 июля, стрелец",Стрелец,Огонь
3438,2023-07-10,284,60,11755,1,1,"11 июля, козерог",Козерог,Земля
3439,2023-07-10,251,42,10314,2,1,"11 июля, водолей",Водолей,Воздух
3440,2023-07-10,179,51,7791,2,1,"11 июля, рыбы",Рыбы,Вода
3441,2023-07-09,313,66,14146,1,1,"10 июля, овен",Овен,Огонь
3442,2023-07-09,1120,296,25975,10,1,"10 июля, телец",Телец,Земля
3443,2023-07-09,325,79,12078,3,1,"10 июля, близнецы",Близнецы,Воздух
3444,2023-07-09,355,222,16221,5,1,"10 июля, рак",Рак,Вода
3445,2023-07-09,534,310,21024,1,1,"10 июля, лев",Лев,Огонь
3446,2023-07-09,379,73,15196,6,1,"10 июля, дева",Дева,Земля
3447,2023-07-09,339,90,12402,2,1,"10 июля, весы",Весы,Воздух
3448,2023-07-09,357,94,13294,9,1,"10 июля, скорпион",Скорпион,Вода
3449,2023-07-09,465,72,11015,2,1,"10 июля, стрелец",Стрелец,Огонь
3450,2023-07-09,489,165,17054,3,1,"10 июля, козерог",Козерог,Земля
3451,2023-07-09,208,63,10503,2,1,"10 июля, водолей",Водолей,Воздух
3452,2023-07-09,326,47,16169,10,1,"10 июля, рыбы",Рыбы,Вода
3453,2023-07-09,2172,310,54228,6,1,"9 июля, овен",Овен,Огонь
3454,2023-07-09,533,113,18460,27,1,"9 июля, телец",Телец,Земля
3455,2023-07-09,225,40,10678,2,1,"9 июля, близнецы",Близнецы,Воздух
3456,2023-07-08,316,50,11393,2,1,"9 июля, рак",Рак,Вода
3457,2023-07-08,307,37,10278,1,1,"9 июля, лев",Лев,Огонь
3458,2023-07-08,346,63,12370,2,1,"9 июля, дева",Дева,Земля
3459,2023-07-08,357,112,11996,3,1,"9 июля, весы",Весы,Воздух
3460,2023-07-08,142,38,8703,0,1,"9 июля, скорпион",Скорпион,Вода
3461,2023-07-08,289,54,12253,0,1,"9 июля, стрелец",Стрелец,Огонь
3462,2023-07-08,241,46,9097,2,1,"9 июля, козерог",Козерог,Земля
3463,2023-07-08,345,85,10652,3,1,"9 июля, водолей",Водолей,Воздух
3464,2023-07-08,369,40,10314,0,1,"9 июля, рыбы",Рыбы,Вода
3465,2023-07-07,3536,470,80559,10,1,"8 июля, овен",Овен,Огонь
3466,2023-07-07,342,138,10544,1,1,"8 июля, телец",Телец,Земля
3467,2023-07-07,337,94,10877,0,1,"8 июля, близнецы",Близнецы,Воздух
3468,2023-07-07,569,173,13761,5,1,"8 июля, рак",Рак,Вода
3469,2023-07-07,293,84,10871,0,1,"8 июля, лев",Лев,Огонь
3470,2023-07-07,407,218,17762,6,1,"8 июля, дева",Дева,Земля
3471,2023-07-07,361,49,10553,1,1,"8 июля, весы",Весы,Воздух
3472,2023-07-07,330,66,9644,5,1,"8 июля, скорпион",Скорпион,Вода
3473,2023-07-07,1225,132,22787,7,1,"8 июля, стрелец",Стрелец,Огонь
3474,2023-07-07,453,106,11012,3,1,"8 июля, козерог",Козерог,Земля
3475,2023-07-07,330,63,11805,1,1,"8 июля, водолей",Водолей,Воздух
3476,2023-07-07,238,53,10741,2,1,"8 июля, рыбы",Рыбы,Вода
3477,2023-07-06,2399,342,59593,8,1,"7 июля, овен",Овен,Огонь
3478,2023-07-06,1094,156,23404,7,1,"7 июля, телец",Телец,Земля
3479,2023-07-06,1461,279,30306,4,1,"7 июля, близнецы",Близнецы,Воздух
3480,2023-07-06,263,62,10194,1,1,"7 июля, рак",Рак,Вода
3481,2023-07-06,361,67,12440,0,1,"7 июля, лев",Лев,Огонь
3482,2023-07-06,244,49,10075,0,1,"7 июля, дева",Дева,Земля
3483,2023-07-06,220,128,10218,2,1,"7 июля, весы",Весы,Воздух
3484,2023-07-06,387,119,12655,7,1,"7 июля, скорпион",Скорпион,Вода
3485,2023-07-06,287,65,9057,0,1,"7 июля, стрелец",Стрелец,Огонь
3486,2023-07-06,277,92,9532,0,1,"7 июля, козерог",Козерог,Земля
3487,2023-07-06,300,48,9326,3,1,"7 июля, водолей",Водолей,Воздух
3488,2023-07-06,374,91,11866,4,1,"7 июля, рыбы",Рыбы,Вода
3489,2023-07-05,1849,319,61319,12,1,"6 июля, овен",Овен,Огонь
3490,2023-07-05,413,90,11100,1,1,"6 июля, телец",Телец,Земля
3491,2023-07-05,261,75,11077,8,1,"6 июля, близнецы",Близнецы,Воздух
3492,2023-07-05,219,71,8607,3,1,"6 июля, рак",Рак,Вода
3493,2023-07-05,1314,228,24702,4,1,"6 июля, лев",Лев,Огонь
3494,2023-07-05,265,128,12908,7,1,"6 июля, дева",Дева,Земля
3495,2023-07-05,249,44,9898,1,1,"6 июля, весы",Весы,Воздух
3496,2023-07-05,381,102,12505,3,1,"6 июля, скорпион",Скорпион,Вода
3497,2023-07-05,190,59,8351,4,1,"6 июля, стрелец",Стрелец,Огонь
3498,2023-07-05,1025,133,27490,8,1,"6 июля, козерог",Козерог,Земля
3499,2023-07-05,328,66,11900,3,1,"6 июля, водолей",Водолей,Воздух
3500,2023-07-05,230,90,9295,5,1,"6 июля, рыбы",Рыбы,Вода
3501,2023-07-04,263,34,14526,2,1,"5 июля, овен",Овен,Огонь
3502,2023-07-04,425,80,12283,5,1,"5 июля, телец",Телец,Земля
3503,2023-07-04,613,56,16549,1,1,"5 июля, близнецы",Близнецы,Воздух
3504,2023-07-04,1243,219,28580,5,1,"5 июля, рак",Рак,Вода
3505,2023-07-04,982,228,23129,11,1,"5 июля, лев5 июля, лев",Лев,Огонь
3506,2023-07-04,317,53,10857,10,1,"5 июля, дева",Дева,Земля
3507,2023-07-04,349,76,11182,1,1,"5 июля, весы",Весы,Воздух
3508,2023-07-04,259,150,10584,4,1,"5 июля, скорпион",Скорпион,Вода
3509,2023-07-04,194,37,7276,0,1,"5 июля, стрелец",Стрелец,Огонь
3510,2023-07-04,331,100,11292,1,1,"5 июля, козерог",Козерог,Земля
3511,2023-07-04,198,153,10957,3,1,"5 июля, водолей",Водолей,Воздух
3512,2023-07-04,514,80,12501,10,1,"5 июля, рыбы",Рыбы,Вода
3513,2023-07-03,1153,132,70282,14,1,"4 июля, овен",Овен,Огонь
3514,2023-07-03,746,158,19597,0,1,"4 июля, телец",Телец,Земля
3515,2023-07-03,770,110,19575,1,1,"4 июля, близнецы",Близнецы,Воздух
3516,2023-07-03,958,241,25427,12,1,"4 июля, рак",Рак,Вода
3517,2023-07-03,367,83,11463,1,1,"4 июля, лев",Лев,Огонь
3518,2023-07-03,528,95,15782,2,1,"4 июля, дева",Дева,Земля
3519,2023-07-03,367,80,12788,3,1,"4 июля, весы",Весы,Воздух
3520,2023-07-03,251,72,10232,2,1,"4 июля, скорпион",Скорпион,Вода
3521,2023-07-03,421,100,14168,3,1,"4 июля, стрелец",Стрелец,Огонь
3522,2023-07-03,398,55,12116,1,1,"4 июля, козерог",Козерог,Земля
3523,2023-07-03,366,68,15554,6,1,"4 июля, водолей",Водолей,Воздух
3524,2023-07-03,476,97,14996,3,1,"3 июля, рыбы",Рыбы,Вода
3525,2023-07-01,3825,853,124876,28,1,"2 июля, овен",Овен,Огонь
3526,2023-07-01,1698,299,37362,6,1,"2 июля, телец",Телец,Земля
3527,2023-07-01,593,131,14411,4,1,"2 июля, близнецы",Близнецы,Воздух
3528,2023-07-01,512,117,15981,3,1,"2 июля, рак",Рак,Вода
3529,2023-07-01,539,110,15736,7,1,"2 июля, лев",Лев,Огонь
3530,2023-07-01,664,99,16848,3,1,"2 июля, дева",Дева,Земля
3531,2023-07-01,383,28,10535,2,1,"2 июля, весы",Весы,Воздух
3532,2023-07-01,394,63,12706,0,1,"2 июля, скорпион",Скорпион,Вода
3533,2023-07-01,675,170,17274,10,1,"2 июля, стрелец",Стрелец,Огонь
3534,2023-07-01,508,68,12689,3,1,"2 июля, козерог",Козерог,Земля
3535,2023-07-01,116,44,9494,3,1,"2 июля, водолей",Водолей,Воздух
3536,2023-07-01,397,127,18474,6,1,"1 июля, рыбы",Рыбы,Вода
3537,2023-06-30,419,72,19681,11,1,"1 августа, овен",Овен,Огонь
3538,2023-06-30,756,116,19549,10,1,"1 августа, телец",Телец,Земля
3539,2023-06-30,327,85,14213,17,1,"1 августа, близнецы",Близнецы,Воздух
3540,2023-06-30,292,61,12358,6,1,"1 августа, рак",Рак,Вода
3542,2023-06-30,260,60,8915,4,1,"1 августа, лев",Лев,Огонь
3543,2023-06-30,198,37,9111,6,1,"1 августа, дева",Дева,Земля
3544,2023-06-30,461,95,12514,5,1,"1 августа, весы",Весы,Воздух
3545,2023-06-30,305,73,11660,3,1,"1 августа, скорпион",Скорпион,Вода
3546,2023-06-30,268,116,11516,2,1,"1 августа, стрелец",Стрелец,Огонь
3547,2023-06-30,119,113,12023,8,1,"1 августа, козерог",Козерог,Земля
3548,2023-06-30,898,149,23540,11,1,"1 августа, водолей",Водолей,Воздух
3549,2023-06-30,2035,415,49225,15,1,"1 августа, рыбы",Рыбы,Вода
3550,2023-06-29,2065,158,46066,5,1,"29 июня, овен",Овен,Огонь
3551,2023-06-29,416,86,12426,7,1,"29 июня, телец",Телец,Земля
3552,2023-06-29,368,110,13142,4,1,"29 июня, близнецы",Близнецы,Воздух
3553,2023-06-29,265,94,11123,4,1,"29 июня, рак",Рак,Вода
3554,2023-06-29,242,82,12654,6,1,"29 июня, лев",Лев,Огонь
3555,2023-06-29,327,70,8755,2,1,"29 июня, дева",Дева,Земля
3556,2023-06-29,424,88,9831,1,1,"29 июня, весы",Весы,Воздух
3557,2023-06-29,269,73,9507,2,1,"29 июня, скорпион",Скорпион,Вода
3558,2023-06-29,453,94,10442,5,1,"29 июня, стрелец",Стрелец,Огонь
3559,2023-06-29,358,59,8350,5,1,"29 июня, козерог",Козерог,Земля
3560,2023-06-29,318,58,11903,4,1,"29 июня, водолей",Водолей,Воздух
3561,2023-06-29,608,150,16937,2,1,"29 июня, рыбы",Рыбы,Вода
3562,2023-06-28,517,64,14139,1,1,"28 июня, овен",Овен,Огонь
3563,2023-06-28,1211,107,29542,10,1,"28 июня, телец",Телец,Земля
3564,2023-06-28,1580,381,37141,4,1,"28 июня, близнецы",Близнецы,Воздух
3565,2023-06-28,2255,366,47585,9,1,"28 июня, рак",Рак,Вода
3566,2023-06-28,367,127,17005,4,1,"28 июня, лев",Лев,Огонь
3567,2023-06-28,1396,154,29242,8,1,"28 июня, дева",Дева,Земля
3568,2023-06-28,622,70,12850,5,1,"28 июня, весы",Весы,Воздух
3569,2023-06-28,185,30,9633,2,1,"28 июня, скорпион",Скорпион,Вода
3570,2023-06-28,324,51,10524,3,1,"28 июня, стрелец",Стрелец,Огонь
3571,2023-06-28,295,50,10209,3,1,"28 июня, козерог",Козерог,Земля
3572,2023-06-28,589,122,14475,4,1,"28 июня, водолей",Водолей,Воздух
3573,2023-06-28,503,81,11775,2,1,"28 июня, рыбы",Рыбы,Вода
3574,2023-06-26,1848,295,151219,9,1,"26 июня, овен",Овен,Огонь
3575,2023-06-26,497,75,24381,1,1,"26 июня, телец",Телец,Земля
3576,2023-06-26,365,104,23204,4,1,"26 июня, близнецы",Близнецы,Воздух
3577,2023-06-26,1735,170,44829,3,1,"26 июня, рак",Рак,Вода
3578,2023-06-26,349,94,12060,3,1,"26 июня, лев",Лев,Огонь
3579,2023-06-26,1050,301,47128,6,1,"26 июня, дева",Дева,Земля
3580,2023-06-26,368,125,18617,4,1,"26 июня, весы",Весы,Воздух
3581,2023-06-26,440,61,11003,0,1,"26 июня, скорпион",Скорпион,Вода
3582,2023-06-26,422,125,11697,3,1,"26 июня, стрелец",Стрелец,Огонь
3583,2023-06-26,597,118,12638,6,1,"26 июня, козерог",Козерог,Земля
3584,2023-06-26,438,100,9984,3,1,"26 июня, водолей",Водолей,Воздух
3585,2023-06-26,562,52,11769,4,1,"26 июня, рыбы",Рыбы,Вода
3586,2023-06-25,1610,229,27843,4,1,"25 июня, овен",Овен,Огонь
3587,2023-06-25,369,48,11740,0,1,"25 июня, телец",Телец,Земля
3588,2023-06-25,2408,461,163453,23,1,"25 июня, близнецы",Близнецы,Воздух
3589,2023-06-25,1200,261,68641,2,1,"25 июня, рак",Рак,Вода
3590,2023-06-25,1198,307,47814,6,1,"25 июня, лев",Лев,Огонь
3591,2023-06-25,644,91,26292,4,1,"25 июня, дева",Дева,Земля
3592,2023-06-25,245,41,12252,1,1,"25 июня, весы",Весы,Воздух
3593,2023-06-25,403,141,43478,2,1,"25 июня, скорпион",Скорпион,Вода
3594,2023-06-25,249,77,20092,4,1,"25 июня, стрелец",Стрелец,Огонь
3595,2023-06-25,1911,318,65954,11,1,"25 июня, козерог",Козерог,Земля
3596,2023-06-25,260,41,27391,2,1,"25 июня, водолей",Водолей,Воздух
3597,2023-06-25,1522,217,37767,6,1,"25 июня, рыбы",Рыбы,Вода
3598,2023-06-25,137,67,7679,1,1,"25 июня, телец",Телец,Земля
3599,2023-06-24,426,58,40592,0,1,"24 июня, овен",Овен,Огонь
3600,2023-06-24,1051,140,36230,5,1,"24 июня, телец",Телец,Земля
